# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.839465087728324733e-01 4.934821308253812926e-03 1.775207356873760578e-01 1.712672473266779738e-02 5.353903431983866312e-01 5.154836633577837210e-03 2.144789020115066558e-01 3.877304089578281765e-02 1.275434811940755198e-01 3.434347223246408953e-02 1.311257588318510449e-02 8.531064453562797745e-02 8.693492325501994689e-02 1.839465087728324733e-01 4.934821308253812926e-03 1.775207356873760578e-01 1.712672473266779738e-02 5.353903431983866312e-01 5.154836633577837210e-03 2.144789020115066558e-01 3.877304089578281765e-02 1.275434811940755198e-01 3.434347223246408953e-02 1.311257588318510449e-02 8.531064453562797745e-02 8.693492325501994689e-02
1.000000000000000000e+03 1.834318772947402532e-01 4.079808977283226439e-03 1.753531611947953261e-01 1.524122395910874721e-02 5.357344231269577373e-01 5.010739271078665756e-03 5.221023510467805894e-05 7.089354261591784227e-04 2.680982189778694408e-05 2.019934077154835286e-04 1.496463579186862764e-04 5.678908888737319321e-06 4.140162101759023590e-05 1.834318772947402532e-01 4.079808977283226439e-03 1.753531611947953261e-01 1.524122395910874721e-02 5.357344231269577373e-01 5.010739271078665756e-03 5.221023510467805894e-05 7.089354261591784227e-04 2.680982189778694408e-05 2.019934077154835286e-04 1.496463579186862764e-04 5.678908888737319321e-06 4.140162101759023590e-05
2.000000000000000000e+03 2.020096115692026073e-01 4.493793185402459277e-03 1.934265388381252448e-01 1.145161298897341001e-02 4.025431309901512655e-01 3.765030597900096559e-03 4.702316485727589529e-05 2.374915346168663408e-04 1.162138125726904425e-05 2.266441780993671434e-04 1.806951944439974468e-04 6.301785911910200205e-06 4.479099362943592203e-05 2.020096115692026073e-01 4.493793185402459277e-03 1.934265388381252448e-01 1.145161298897341001e-02 4.025431309901512655e-01 3.765030597900096559e-03 4.702316485727589529e-05 2.374915346168663408e-04 1.162138125726904425e-05 2.266441780993671434e-04 1.806951944439974468e-04 6.301785911910200205e-06 4.479099362943592203e-05
3.000000000000000000e+03 2.019599166269584745e-01 4.492234580066341645e-03 1.934801246981039391e-01 1.144725478790241738e-02 4.025387940474898230e-01 3.765441028560608753e-03 4.891452644851157407e-05 2.353563184850288102e-04 1.250821254277485295e-05 2.290255143806826845e-04 2.317694891318340721e-04 1.090527892109451500e-05 4.134454743375476300e-05 2.019599166269584745e-01 4.492234580066341645e-03 1.934801246981039391e-01 1.144725478790241738e-02 4.025387940474898230e-01 3.765441028560608753e-03 4.891452644851157407e-05 2.353563184850288102e-04 1.250821254277485295e-05 2.290255143806826845e-04 2.317694891318340721e-04 1.090527892109451500e-05 4.134454743375476300e-05
4.000000000000000000e+03 2.020212121915487546e-01 4.494001243685460771e-03 1.934229364776399729e-01 1.144929717165674675e-02 4.025174709031689169e-01 3.764806189605617113e-03 4.745325903553968949e-05 2.392962354896284829e-04 1.143063768446937081e-05 2.266544890860460381e-04 1.805912629630252353e-04 6.320881820787413292e-06 4.471974055744882946e-05 2.020212121915487546e-01 4.494001243685460771e-03 1.934229364776399729e-01 1.144929717165674675e-02 4.025174709031689169e-01 3.764806189605617113e-03 4.745325903553968949e-05 2.392962354896284829e-04 1.143063768446937081e-05 2.266544890860460381e-04 1.805912629630252353e-04 6.320881820787413292e-06 4.471974055744882946e-05
5.000000000000000000e+03 2.020044056126851229e-01 4.495383912216746949e-03 1.934055192738139695e-01 1.145220918298712337e-02 4.025213558124809410e-01 3.765032174599774496e-03 1.453920414752639173e-04 2.388050700028532605e-04 8.477912474562897339e-06 2.254714484995538849e-04 1.856667438354256210e-04 3.923309588581675139e-06 9.437211402941534234e-05 2.020044056126851229e-01 4.495383912216746949e-03 1.934055192738139695e-01 1.145220918298712337e-02 4.025213558124809410e-01 3.765032174599774496e-03 1.453920414752639173e-04 2.388050700028532605e-04 8.477912474562897339e-06 2.254714484995538849e-04 1.856667438354256210e-04 3.923309588581675139e-06 9.437211402941534234e-05
6.000000000000000000e+03 2.020144275346711371e-01 4.493819083967546917e-03 1.934204366018631438e-01 1.144835111562233533e-02 4.025585091318039099e-01 3.765235076506710278e-03 4.723195260072540861e-05 2.372898088078438986e-04 1.162389599975444991e-05 2.259176314451317633e-04 1.794531943232505428e-04 6.266831289351472270e-06 4.455677996128179735e-05 2.020144275346711371e-01 4.493819083967546917e-03 1.934204366018631438e-01 1.144835111562233533e-02 4.025585091318039099e-01 3.765235076506710278e-03 4.723195260072540861e-05 2.372898088078438986e-04 1.162389599975444991e-05 2.259176314451317633e-04 1.794531943232505428e-04 6.266831289351472270e-06 4.455677996128179735e-05
7.000000000000000000e+03 2.020032681278536857e-01 4.493857908656654666e-03 1.934356160799793611e-01 1.145118862305435740e-02 4.025663328497894877e-01 3.765346257624522554e-03 4.643656578310436831e-05 2.387926248576706920e-04 1.149446932711326358e-05 2.268217481167064307e-04 1.802664600900792061e-04 6.256351958924580869e-06 4.490294190226631790e-05 2.020032681278536857e-01 4.493857908656654666e-03 1.934356160799793611e-01 1.145118862305435740e-02 4.025663328497894877e-01 3.765346257624522554e-03 4.643656578310436831e-05 2.387926248576706920e-04 1.149446932711326358e-05 2.268217481167064307e-04 1.802664600900792061e-04 6.256351958924580869e-06 4.490294190226631790e-05
8.000000000000000000e+03 2.019989132905772866e-01 4.494578910617648936e-03 1.934264696508804227e-01 1.144792195777098731e-02 4.025559483085085488e-01 3.765229646805413194e-03 4.772348023582199901e-05 2.389896707624801714e-04 1.147545900579371214e-05 2.274573621990436264e-04 1.803963534698643659e-04 6.292291681958377634e-06 4.501163832187257934e-05 2.019989132905772866e-01 4.494578910617648936e-03 1.934264696508804227e-01 1.144792195777098731e-02 4.025559483085085488e-01 3.765229646805413194e-03 4.772348023582199901e-05 2.389896707624801714e-04 1.147545900579371214e-05 2.274573621990436264e-04 1.803963534698643659e-04 6.292291681958377634e-06 4.501163832187257934e-05
9.000000000000000000e+03 2.020774107204588166e-01 4.509354655464399911e-03 1.933570800697440029e-01 1.142598594460398492e-02 4.021731398277122449e-01 3.758861387101574813e-03 5.190794732394848936e-05 5.327642710401113858e-04 5.692288569668381551e-05 4.315960192385214942e-04 3.027124937548905008e-04 8.395695986756579552e-06 3.427101393123943335e-05 2.020774107204588166e-01 4.509354655464399911e-03 1.933570800697440029e-01 1.142598594460398492e-02 4.021731398277122449e-01 3.758861387101574813e-03 5.190794732394848936e-05 5.327642710401113858e-04 5.692288569668381551e-05 4.315960192385214942e-04 3.027124937548905008e-04 8.395695986756579552e-06 3.427101393123943335e-05
