component,mean,std,variance,mae,rmse
r1_x,13.322146568750165,1.106230138253434,1.223745118780212,13.322146568750165,13.367996645647473
r1_y,0.018290220575914406,1.4441739282833366,2.0856383351333236,1.2794777586781656,1.4442897449272565
r1_z,-12.31468560332797,2.168383021866869,4.701884929520496,12.31468560332797,12.504133973943722
r2_x,0.6088296102882041,2.0087699153114857,4.035156572660513,1.779776918923274,2.0990069240057787
r2_y,13.188388677183664,0.8144776634637849,0.6633738642814264,13.188388677183664,13.213514663583933
r2_z,0.6000806268149445,1.1645916268274408,1.3562736572765852,1.1651017514348991,1.3101032081310247
r3,-0.82289107161834,0.8585697685689201,0.737142047500489,1.1052995993779857,1.189239993966596
