# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.697155684232711792e-01 7.032414674758911133e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.630873084068298340e-01 7.266161441802978516e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.385783433914184570e+00
1.000000000000000000e+03 9.371490217745304108e-03 9.162649512290954590e-03 9.406168288705885061e-08 4.309577925596386194e-04 1.075811870396137238e-02 9.047033265233039856e-03 9.407082046664072550e-08 4.309577925596386194e-04 8.284884691238403320e-01
2.000000000000000000e+03 5.838737823069095612e-03 4.649609792977571487e-03 1.069789618668437470e-06 1.364963682135567069e-04 6.084484979510307312e-03 4.918030463159084320e-03 1.069450604518351611e-06 1.365005446132272482e-04 6.356019377708435059e-01
3.000000000000000000e+03 2.929298905655741692e-03 3.291447879746556282e-03 3.614212982938624918e-05 5.207806316320784390e-05 3.033542539924383163e-03 3.491438925266265869e-03 3.614302477217279375e-05 5.207548019825480878e-05 4.163827896118164062e-01
4.000000000000000000e+03 1.885887817479670048e-03 2.118377713486552238e-03 7.631580228917300701e-05 3.284572130723972805e-06 2.007544506341218948e-03 1.795440446585416794e-03 7.631580228917300701e-05 3.284139893366955221e-06 2.133464366197586060e-01
5.000000000000000000e+03 2.966272586490958929e-04 3.375537926331162453e-04 6.573394557563005947e-07 2.136696366505930200e-06 3.160923661198467016e-04 2.329219423700124025e-04 6.580645504072890617e-07 2.136348030035151169e-06 9.867199510335922241e-02
6.000000000000000000e+03 1.388339151162654161e-04 1.479150523664429784e-04 7.114714435374480672e-07 8.365540224986034445e-07 1.380428875563666224e-04 1.002590215648524463e-04 7.107677788553701248e-07 8.372083470931102056e-07 5.205436423420906067e-02
7.000000000000000000e+03 7.654593355255201459e-05 7.682623254368081689e-05 1.203079307288135169e-07 2.395258036358427489e-07 7.259467383846640587e-05 4.971356975147500634e-05 1.200806138967891457e-07 2.397592311353946570e-07 3.156469389796257019e-02
8.000000000000000000e+03 4.568184522213414311e-05 4.641648411052301526e-05 3.388325353625987191e-08 1.993608123029844137e-07 4.178990639047697186e-05 3.178472616127692163e-05 3.391617653392131615e-08 1.994672800265107071e-07 2.137987688183784485e-02
9.000000000000000000e+03 3.859005300910212100e-05 7.416429434670135379e-05 2.709875275286321994e-07 1.745408553688321263e-05 2.927953391917981207e-05 7.402660412481054664e-05 2.709564910219341982e-07 1.745607733028009534e-05 1.687926799058914185e-02
1.000000000000000000e+04 1.331762086920207366e-05 1.349594549537869170e-05 2.226028028573523443e-09 1.431050478117867897e-08 1.157572933152550831e-05 9.765746654011309147e-06 2.197994897201738240e-09 1.431050478117867897e-08 8.566438220441341400e-03
1.100000000000000000e+04 3.828740955214016140e-05 3.644094613264314830e-05 2.288460564159322530e-06 1.566754690429661423e-05 4.150097811361774802e-05 3.488589936750940979e-05 2.288550831508473493e-06 1.566754690429661423e-05 7.628485094755887985e-03
1.200000000000000000e+04 5.344445071386871859e-06 2.659930714798974805e-06 3.673592541275638723e-10 2.052047420875169337e-09 5.207197773415828124e-06 2.370429228903958574e-06 3.526579028800824744e-10 2.062861881313438062e-09 3.094758139923214912e-03
1.300000000000000000e+04 6.266110631258925423e-06 6.773159839212894440e-06 1.226345744953505346e-07 2.651682962095947005e-06 5.636871719616465271e-06 7.480365184164838865e-06 1.226554502409271663e-07 2.651682962095947005e-06 4.009011667221784592e-03
1.400000000000000000e+04 4.206317680655047297e-05 3.247379208914935589e-05 6.036136710463324562e-06 2.372166818531695753e-06 4.336329220677725971e-05 3.050570740015245974e-05 6.034672423993470147e-06 2.372534027017536573e-06 8.275175467133522034e-03
1.500000000000000000e+04 1.864511286839842796e-04 2.884733548853546381e-04 1.413711470377165824e-05 1.652830396778881550e-04 1.767816575011238456e-04 3.014251124113798141e-04 1.413577047060243785e-05 1.652845676289871335e-04 1.906757056713104248e-02
1.600000000000000000e+04 4.336451183917233720e-06 2.279084583278745413e-06 2.144358717259819969e-07 4.427000988016516203e-08 4.979470759280957282e-06 2.824094735842663795e-06 2.146843485206773039e-07 4.437039535787334898e-08 2.957969205453991890e-03
1.700000000000000000e+04 3.886347712978022173e-06 1.541772235214011744e-06 1.599815817598937429e-07 6.278929731706739403e-08 4.465765414352063090e-06 1.850941316661192104e-06 1.600769508058874635e-07 6.296865251442795852e-08 1.437207683920860291e-03
1.800000000000000000e+04 3.246770575060509145e-06 1.439876655240368564e-06 1.143418160154396901e-08 3.449491714491159655e-08 3.806513177551096305e-06 1.764551825544913299e-06 1.152998496678492302e-08 3.442852758439585159e-08 2.459630602970719337e-03
1.900000000000000000e+04 3.031780806850292720e-06 1.170044811260595452e-06 1.055244780445718789e-11 3.453934027675131802e-09 3.515650860208552331e-06 1.429907797501073219e-06 9.422684854598628590e-12 3.439936335780657828e-09 1.050063641741871834e-03
2.000000000000000000e+04 2.532113467168528587e-05 1.393408547301078215e-05 4.866557446803199127e-06 3.016175469383597374e-07 2.678823329915758222e-05 1.444528697902569547e-05 4.867215011472580954e-06 3.014211813479050761e-07 5.241803824901580811e-03
