Metric,Hypercube,Mixed_Geom,Improvement,Status
r1_x,1.223745118780212,1.084270733477301,11.397339459211441,⚠ 未达标
r1_y,2.085638335133324,2.784837185330997,-33.52445332536413,⚠ 未达标
r1_z,4.701884929520496,4.302243281752926,8.49960502560249,⚠ 未达标
r2_x,4.035156572660513,3.943581258449425,2.2694364533842557,⚠ 未达标
r2_y,0.6633738642814264,0.5995157510473161,9.62626305805431,⚠ 未达标
r2_z,1.3562736572765852,1.3900202904431913,-2.4881876150547493,⚠ 未达标
r3,0.737142047500489,0.4441382893449928,39.748615500773184,✓ 达到最低门槛
total_variance,14.803214525153047,14.548606789846147,1.7199489669914616,⚠ 未达标
