3900 [5.80e-01, 4.71e+00, 3.97e-01]
4000 [5.87e-01, 4.84e+00, 3.95e-01]
4100 [5.94e-01, 4.96e+00, 3.92e-01]
4200 [6.01e-01, 5.08e+00, 3.90e-01]
4300 [6.08e-01, 5.20e+00, 3.89e-01]
4400 [6.15e-01, 5.32e+00, 3.88e-01]
4500 [6.22e-01, 5.44e+00, 3.87e-01]
4600 [6.30e-01, 5.56e+00, 3.86e-01]
4700 [6.38e-01, 5.68e+00, 3.86e-01]
4800 [6.46e-01, 5.80e+00, 3.87e-01]
4900 [6.54e-01, 5.92e+00, 3.88e-01]
5000 [6.62e-01, 6.05e+00, 3.89e-01]
5100 [6.71e-01, 6.17e+00, 3.91e-01]
5200 [6.80e-01, 6.29e+00, 3.94e-01]
5300 [6.89e-01, 6.41e+00, 3.97e-01]
5400 [6.99e-01, 6.53e+00, 4.01e-01]
5500 [7.09e-01, 6.66e+00, 4.07e-01]
5600 [7.19e-01, 6.78e+00, 4.14e-01]
5700 [7.30e-01, 6.91e+00, 4.23e-01]
5800 [7.42e-01, 7.04e+00, 4.35e-01]
5900 [7.55e-01, 7.18e+00, 4.51e-01]
6000 [7.69e-01, 7.32e+00, 4.76e-01]
6100 [7.85e-01, 7.47e+00, 5.15e-01]
6200 [8.00e-01, 7.63e+00, 5.81e-01]
6300 [8.16e-01, 7.81e+00, 6.63e-01]
6400 [8.53e-01, 7.98e+00, 7.54e-01]
6500 [9.45e-01, 8.15e+00, 9.50e-01]
6600 [1.06e+00, 8.32e+00, 1.16e+00]
6700 [1.20e+00, 8.49e+00, 1.35e+00]
6800 [1.34e+00, 8.64e+00, 1.53e+00]
6900 [1.50e+00, 8.78e+00, 1.70e+00]
7000 [1.64e+00, 8.92e+00, 1.84e+00]
7100 [1.78e+00, 9.05e+00, 1.96e+00]
7200 [1.90e+00, 9.18e+00, 2.07e+00]
7300 [2.02e+00, 9.30e+00, 2.17e+00]
7400 [2.13e+00, 9.42e+00, 2.27e+00]
7500 [2.25e+00, 9.53e+00, 2.36e+00]
7600 [2.37e+00, 9.64e+00, 2.46e+00]
7700 [2.51e+00, 9.75e+00, 2.54e+00]
7800 [2.65e+00, 9.86e+00, 2.63e+00]
7900 [2.80e+00, 9.97e+00, 2.71e+00]
8000 [2.95e+00, 1.01e+01, 2.79e+00]
8100 [3.10e+00, 1.02e+01, 2.87e+00]
8200 [3.26e+00, 1.03e+01, 2.94e+00]
8300 [3.42e+00, 1.04e+01, 3.00e+00]
8400 [3.57e+00, 1.05e+01, 3.05e+00]
8500 [3.72e+00, 1.05e+01, 3.10e+00]
8600 [3.87e+00, 1.06e+01, 3.14e+00]
8700 [4.01e+00, 1.07e+01, 3.17e+00]
8800 [4.14e+00, 1.08e+01, 3.19e+00]
8900 [4.27e+00, 1.09e+01, 3.20e+00]
9000 [4.39e+00, 1.10e+01, 3.21e+00]
9100 [4.50e+00, 1.10e+01, 3.22e+00]
9200 [4.62e+00, 1.11e+01, 3.22e+00]
9300 [4.72e+00, 1.12e+01, 3.21e+00]
9400 [4.83e+00, 1.13e+01, 3.21e+00]
9500 [4.92e+00, 1.14e+01, 3.20e+00]
9600 [5.02e+00, 1.14e+01, 3.20e+00]
9700 [5.11e+00, 1.15e+01, 3.19e+00]
9800 [5.20e+00, 1.16e+01, 3.18e+00]
9900 [5.29e+00, 1.17e+01, 3.17e+00]
10000 [5.37e+00, 1.18e+01, 3.16e+00]
10100 [5.46e+00, 1.18e+01, 3.14e+00]
10200 [5.54e+00, 1.19e+01, 3.13e+00]
10300 [5.62e+00, 1.20e+01, 3.12e+00]
10400 [5.69e+00, 1.21e+01, 3.11e+00]
10500 [5.77e+00, 1.21e+01, 3.10e+00]
10600 [5.84e+00, 1.22e+01, 3.08e+00]
10700 [5.92e+00, 1.23e+01, 3.07e+00]
10800 [5.99e+00, 1.24e+01, 3.06e+00]
10900 [6.06e+00, 1.24e+01, 3.05e+00]
11000 [6.13e+00, 1.25e+01, 3.03e+00]
11100 [6.19e+00, 1.26e+01, 3.02e+00]
11200 [6.26e+00, 1.27e+01, 3.01e+00]
11300 [6.32e+00, 1.27e+01, 3.00e+00]
11400 [6.38e+00, 1.28e+01, 2.98e+00]
11500 [6.45e+00, 1.29e+01, 2.97e+00]
11600 [6.51e+00, 1.29e+01, 2.96e+00]
11700 [6.56e+00, 1.30e+01, 2.95e+00]
11800 [6.62e+00, 1.31e+01, 2.94e+00]
11900 [6.68e+00, 1.31e+01, 2.93e+00]
12000 [6.73e+00, 1.32e+01, 2.91e+00]
12100 [6.78e+00, 1.33e+01, 2.90e+00]
12200 [6.83e+00, 1.33e+01, 2.89e+00]
12300 [6.88e+00, 1.34e+01, 2.88e+00]
12400 [6.93e+00, 1.34e+01, 2.87e+00]
12500 [6.98e+00, 1.35e+01, 2.86e+00]
12600 [7.03e+00, 1.36e+01, 2.86e+00]
12700 [7.07e+00, 1.36e+01, 2.85e+00]
12800 [7.11e+00, 1.37e+01, 2.84e+00]
12900 [7.16e+00, 1.37e+01, 2.83e+00]
13000 [7.20e+00, 1.38e+01, 2.82e+00]
13100 [7.24e+00, 1.38e+01, 2.81e+00]
13200 [7.28e+00, 1.39e+01, 2.81e+00]
13300 [7.32e+00, 1.39e+01, 2.80e+00]
13400 [7.36e+00, 1.40e+01, 2.79e+00]
13500 [7.41e+00, 1.40e+01, 2.78e+00]
13600 [7.45e+00, 1.41e+01, 2.78e+00]
13700 [7.50e+00, 1.41e+01, 2.77e+00]
13800 [7.55e+00, 1.42e+01, 2.76e+00]
13900 [7.61e+00, 1.42e+01, 2.76e+00]
14000 [7.68e+00, 1.42e+01, 2.75e+00]
14100 [7.74e+00, 1.43e+01, 2.75e+00]
14200 [7.80e+00, 1.43e+01, 2.74e+00]
14300 [7.87e+00, 1.44e+01, 2.74e+00]
14400 [7.92e+00, 1.44e+01, 2.73e+00]
14500 [7.98e+00, 1.44e+01, 2.73e+00]
14600 [8.04e+00, 1.45e+01, 2.72e+00]
14700 [8.09e+00, 1.45e+01, 2.72e+00]
14800 [8.14e+00, 1.45e+01, 2.71e+00]
14900 [8.19e+00, 1.46e+01, 2.71e+00]
15000 [8.24e+00, 1.46e+01, 2.71e+00]
15100 [8.28e+00, 1.46e+01, 2.70e+00]
15200 [8.33e+00, 1.46e+01, 2.70e+00]
15300 [8.37e+00, 1.47e+01, 2.70e+00]
15400 [8.41e+00, 1.47e+01, 2.69e+00]
15500 [8.45e+00, 1.47e+01, 2.69e+00]
15600 [8.49e+00, 1.47e+01, 2.69e+00]
15700 [8.52e+00, 1.47e+01, 2.69e+00]
15800 [8.56e+00, 1.48e+01, 2.69e+00]
15900 [8.59e+00, 1.48e+01, 2.68e+00]
16000 [8.63e+00, 1.48e+01, 2.68e+00]
16100 [8.66e+00, 1.48e+01, 2.68e+00]
16200 [8.69e+00, 1.48e+01, 2.68e+00]
16300 [8.72e+00, 1.48e+01, 2.68e+00]
16400 [8.75e+00, 1.48e+01, 2.68e+00]
16500 [8.77e+00, 1.48e+01, 2.67e+00]
16600 [8.80e+00, 1.48e+01, 2.67e+00]
16700 [8.82e+00, 1.48e+01, 2.67e+00]
16800 [8.85e+00, 1.48e+01, 2.67e+00]
16900 [8.87e+00, 1.49e+01, 2.67e+00]
17000 [8.89e+00, 1.49e+01, 2.67e+00]
17100 [8.91e+00, 1.49e+01, 2.67e+00]
17200 [8.94e+00, 1.49e+01, 2.67e+00]
17300 [8.95e+00, 1.49e+01, 2.67e+00]
17400 [8.97e+00, 1.49e+01, 2.67e+00]
17500 [8.99e+00, 1.49e+01, 2.67e+00]
17600 [9.01e+00, 1.49e+01, 2.67e+00]
17700 [9.03e+00, 1.49e+01, 2.67e+00]
17800 [9.04e+00, 1.49e+01, 2.67e+00]
17900 [9.06e+00, 1.49e+01, 2.67e+00]
18000 [9.07e+00, 1.49e+01, 2.67e+00]
18100 [9.09e+00, 1.49e+01, 2.67e+00]
18200 [9.10e+00, 1.49e+01, 2.67e+00]
18300 [9.11e+00, 1.49e+01, 2.67e+00]
18400 [9.13e+00, 1.49e+01, 2.66e+00]
18500 [9.14e+00, 1.49e+01, 2.66e+00]
18600 [9.15e+00, 1.49e+01, 2.66e+00]
18700 [9.17e+00, 1.49e+01, 2.66e+00]
18800 [9.18e+00, 1.49e+01, 2.66e+00]
18900 [9.19e+00, 1.49e+01, 2.66e+00]
19000 [9.20e+00, 1.49e+01, 2.66e+00]
19100 [9.21e+00, 1.49e+01, 2.66e+00]
19200 [9.22e+00, 1.49e+01, 2.66e+00]
19300 [9.23e+00, 1.49e+01, 2.66e+00]
19400 [9.24e+00, 1.49e+01, 2.66e+00]
19500 [9.25e+00, 1.49e+01, 2.66e+00]
19600 [9.26e+00, 1.49e+01, 2.66e+00]
19700 [9.27e+00, 1.49e+01, 2.66e+00]
19800 [9.28e+00, 1.49e+01, 2.66e+00]
19900 [9.29e+00, 1.49e+01, 2.66e+00]
20000 [9.30e+00, 1.49e+01, 2.66e+00]
20100 [9.31e+00, 1.49e+01, 2.66e+00]
20200 [9.32e+00, 1.49e+01, 2.66e+00]
20300 [9.32e+00, 1.49e+01, 2.66e+00]
20400 [9.33e+00, 1.49e+01, 2.67e+00]
20500 [9.34e+00, 1.49e+01, 2.67e+00]
20600 [9.35e+00, 1.49e+01, 2.67e+00]
20700 [9.36e+00, 1.49e+01, 2.67e+00]
20800 [9.37e+00, 1.49e+01, 2.67e+00]
20900 [9.37e+00, 1.49e+01, 2.67e+00]
21000 [9.38e+00, 1.49e+01, 2.67e+00]
21100 [9.39e+00, 1.49e+01, 2.67e+00]
21200 [9.40e+00, 1.49e+01, 2.67e+00]
21300 [9.41e+00, 1.49e+01, 2.67e+00]
21400 [9.42e+00, 1.49e+01, 2.67e+00]
21500 [9.43e+00, 1.49e+01, 2.67e+00]
21600 [9.44e+00, 1.49e+01, 2.67e+00]
21700 [9.45e+00, 1.49e+01, 2.67e+00]
21800 [9.45e+00, 1.49e+01, 2.67e+00]
21900 [9.46e+00, 1.49e+01, 2.67e+00]
22000 [9.47e+00, 1.49e+01, 2.67e+00]
22100 [9.48e+00, 1.49e+01, 2.67e+00]
22200 [9.49e+00, 1.49e+01, 2.67e+00]
22300 [9.50e+00, 1.49e+01, 2.67e+00]
22400 [9.51e+00, 1.49e+01, 2.67e+00]
22500 [9.52e+00, 1.49e+01, 2.67e+00]
22600 [9.53e+00, 1.49e+01, 2.67e+00]
22700 [9.54e+00, 1.49e+01, 2.67e+00]
22800 [9.55e+00, 1.49e+01, 2.67e+00]
22900 [9.56e+00, 1.49e+01, 2.67e+00]
23000 [9.56e+00, 1.49e+01, 2.67e+00]
23100 [9.57e+00, 1.49e+01, 2.67e+00]
23200 [9.58e+00, 1.49e+01, 2.67e+00]
23300 [9.59e+00, 1.49e+01, 2.67e+00]
23400 [9.60e+00, 1.49e+01, 2.67e+00]
23500 [9.60e+00, 1.49e+01, 2.67e+00]
23600 [9.61e+00, 1.49e+01, 2.67e+00]
23700 [9.62e+00, 1.49e+01, 2.67e+00]
23800 [9.62e+00, 1.49e+01, 2.67e+00]
23900 [9.63e+00, 1.49e+01, 2.67e+00]
24000 [9.64e+00, 1.49e+01, 2.67e+00]
24100 [9.65e+00, 1.49e+01, 2.67e+00]
24200 [9.65e+00, 1.49e+01, 2.67e+00]
24300 [9.66e+00, 1.49e+01, 2.67e+00]
24400 [9.67e+00, 1.49e+01, 2.67e+00]
24500 [9.67e+00, 1.49e+01, 2.67e+00]
24600 [9.68e+00, 1.49e+01, 2.67e+00]
24700 [9.68e+00, 1.49e+01, 2.67e+00]
24800 [9.69e+00, 1.49e+01, 2.67e+00]
24900 [9.70e+00, 1.49e+01, 2.67e+00]
25000 [9.70e+00, 1.49e+01, 2.67e+00]
25100 [9.71e+00, 1.49e+01, 2.67e+00]
25200 [9.71e+00, 1.49e+01, 2.67e+00]
25300 [9.72e+00, 1.49e+01, 2.67e+00]
25400 [9.73e+00, 1.49e+01, 2.67e+00]
25500 [9.73e+00, 1.49e+01, 2.67e+00]
25600 [9.74e+00, 1.50e+01, 2.67e+00]
25700 [9.74e+00, 1.50e+01, 2.67e+00]
25800 [9.75e+00, 1.50e+01, 2.67e+00]
25900 [9.75e+00, 1.50e+01, 2.67e+00]
26000 [9.76e+00, 1.50e+01, 2.67e+00]
26100 [9.76e+00, 1.50e+01, 2.67e+00]
26200 [9.76e+00, 1.50e+01, 2.67e+00]
26300 [9.77e+00, 1.50e+01, 2.67e+00]
26400 [9.77e+00, 1.50e+01, 2.67e+00]
26500 [9.78e+00, 1.50e+01, 2.67e+00]
26600 [9.78e+00, 1.50e+01, 2.67e+00]
26700 [9.79e+00, 1.50e+01, 2.67e+00]
26800 [9.79e+00, 1.50e+01, 2.67e+00]
26900 [9.79e+00, 1.50e+01, 2.67e+00]
27000 [9.80e+00, 1.50e+01, 2.67e+00]
27100 [9.80e+00, 1.50e+01, 2.67e+00]
27200 [9.80e+00, 1.50e+01, 2.67e+00]
27300 [9.81e+00, 1.50e+01, 2.67e+00]
27400 [9.81e+00, 1.50e+01, 2.67e+00]
27500 [9.81e+00, 1.50e+01, 2.67e+00]
27600 [9.82e+00, 1.50e+01, 2.67e+00]
27700 [9.82e+00, 1.50e+01, 2.67e+00]
27800 [9.82e+00, 1.50e+01, 2.67e+00]
27900 [9.83e+00, 1.50e+01, 2.67e+00]
28000 [9.83e+00, 1.50e+01, 2.67e+00]
28100 [9.83e+00, 1.50e+01, 2.67e+00]
28200 [9.83e+00, 1.50e+01, 2.67e+00]
28300 [9.84e+00, 1.50e+01, 2.67e+00]
28400 [9.84e+00, 1.50e+01, 2.67e+00]
28500 [9.84e+00, 1.50e+01, 2.67e+00]
28600 [9.84e+00, 1.50e+01, 2.67e+00]
28700 [9.85e+00, 1.50e+01, 2.67e+00]
28800 [9.85e+00, 1.50e+01, 2.67e+00]
28900 [9.85e+00, 1.50e+01, 2.67e+00]
29000 [9.85e+00, 1.50e+01, 2.67e+00]
29100 [9.86e+00, 1.50e+01, 2.67e+00]
29200 [9.86e+00, 1.50e+01, 2.67e+00]
29300 [9.86e+00, 1.50e+01, 2.67e+00]
29400 [9.86e+00, 1.50e+01, 2.67e+00]
29500 [9.86e+00, 1.50e+01, 2.67e+00]
29600 [9.87e+00, 1.50e+01, 2.67e+00]
29700 [9.87e+00, 1.50e+01, 2.67e+00]
29800 [9.87e+00, 1.50e+01, 2.67e+00]
29900 [9.87e+00, 1.50e+01, 2.67e+00]
30000 [9.87e+00, 1.50e+01, 2.67e+00]
30100 [9.87e+00, 1.50e+01, 2.67e+00]
30200 [9.88e+00, 1.50e+01, 2.67e+00]
30300 [9.88e+00, 1.50e+01, 2.67e+00]
30400 [9.88e+00, 1.50e+01, 2.67e+00]
30500 [9.88e+00, 1.50e+01, 2.67e+00]
30600 [9.88e+00, 1.50e+01, 2.67e+00]
30700 [9.88e+00, 1.50e+01, 2.67e+00]
30800 [9.89e+00, 1.50e+01, 2.67e+00]
30900 [9.89e+00, 1.50e+01, 2.67e+00]
31000 [9.89e+00, 1.50e+01, 2.67e+00]
31100 [9.89e+00, 1.50e+01, 2.67e+00]
31200 [9.89e+00, 1.50e+01, 2.67e+00]
31300 [9.89e+00, 1.50e+01, 2.67e+00]
31400 [9.89e+00, 1.50e+01, 2.67e+00]
31500 [9.89e+00, 1.50e+01, 2.67e+00]
31600 [9.90e+00, 1.50e+01, 2.67e+00]
31700 [9.90e+00, 1.50e+01, 2.67e+00]
31800 [9.90e+00, 1.50e+01, 2.67e+00]
31900 [9.90e+00, 1.50e+01, 2.67e+00]
32000 [9.90e+00, 1.50e+01, 2.67e+00]
32100 [9.90e+00, 1.50e+01, 2.67e+00]
32200 [9.90e+00, 1.50e+01, 2.67e+00]
32300 [9.90e+00, 1.50e+01, 2.67e+00]
32400 [9.91e+00, 1.50e+01, 2.67e+00]
32500 [9.91e+00, 1.50e+01, 2.67e+00]
32600 [9.91e+00, 1.50e+01, 2.67e+00]
32700 [9.91e+00, 1.50e+01, 2.67e+00]
32800 [9.91e+00, 1.50e+01, 2.67e+00]
32900 [9.91e+00, 1.50e+01, 2.67e+00]
33000 [9.91e+00, 1.50e+01, 2.67e+00]
33100 [9.91e+00, 1.50e+01, 2.67e+00]
33200 [9.91e+00, 1.50e+01, 2.67e+00]
33300 [9.91e+00, 1.50e+01, 2.67e+00]
33400 [9.91e+00, 1.50e+01, 2.67e+00]
33500 [9.91e+00, 1.50e+01, 2.67e+00]
33600 [9.92e+00, 1.50e+01, 2.67e+00]
33700 [9.92e+00, 1.50e+01, 2.67e+00]
33800 [9.92e+00, 1.50e+01, 2.67e+00]
33900 [9.92e+00, 1.50e+01, 2.67e+00]
34000 [9.92e+00, 1.50e+01, 2.67e+00]
34100 [9.92e+00, 1.50e+01, 2.67e+00]
34200 [9.92e+00, 1.50e+01, 2.67e+00]
34300 [9.92e+00, 1.50e+01, 2.67e+00]
34400 [9.92e+00, 1.50e+01, 2.67e+00]
34500 [9.92e+00, 1.50e+01, 2.67e+00]
34600 [9.92e+00, 1.50e+01, 2.67e+00]
34700 [9.92e+00, 1.50e+01, 2.67e+00]
34800 [9.92e+00, 1.50e+01, 2.67e+00]
34900 [9.93e+00, 1.50e+01, 2.67e+00]
35000 [9.93e+00, 1.50e+01, 2.67e+00]
35100 [9.93e+00, 1.50e+01, 2.67e+00]
35200 [9.93e+00, 1.50e+01, 2.67e+00]
35300 [9.93e+00, 1.50e+01, 2.67e+00]
35400 [9.93e+00, 1.50e+01, 2.67e+00]
35500 [9.93e+00, 1.50e+01, 2.67e+00]
35600 [9.93e+00, 1.50e+01, 2.67e+00]
35700 [9.93e+00, 1.50e+01, 2.67e+00]
35800 [9.93e+00, 1.50e+01, 2.67e+00]
35900 [9.93e+00, 1.50e+01, 2.67e+00]
36000 [9.93e+00, 1.50e+01, 2.67e+00]
36100 [9.93e+00, 1.50e+01, 2.67e+00]
36200 [9.93e+00, 1.50e+01, 2.67e+00]
36300 [9.93e+00, 1.50e+01, 2.67e+00]
36400 [9.93e+00, 1.50e+01, 2.67e+00]
36500 [9.93e+00, 1.50e+01, 2.67e+00]
36600 [9.93e+00, 1.50e+01, 2.67e+00]
36700 [9.94e+00, 1.50e+01, 2.67e+00]
36800 [9.94e+00, 1.50e+01, 2.67e+00]
36900 [9.94e+00, 1.50e+01, 2.67e+00]
37000 [9.94e+00, 1.50e+01, 2.67e+00]
37100 [9.94e+00, 1.50e+01, 2.67e+00]
37200 [9.94e+00, 1.50e+01, 2.67e+00]
37300 [9.94e+00, 1.50e+01, 2.67e+00]
37400 [9.94e+00, 1.50e+01, 2.67e+00]
37500 [9.94e+00, 1.50e+01, 2.67e+00]
37600 [9.94e+00, 1.50e+01, 2.67e+00]
37700 [9.94e+00, 1.50e+01, 2.67e+00]
37800 [9.94e+00, 1.50e+01, 2.67e+00]
37900 [9.94e+00, 1.50e+01, 2.67e+00]
38000 [9.94e+00, 1.50e+01, 2.67e+00]
38100 [9.94e+00, 1.50e+01, 2.67e+00]
38200 [9.94e+00, 1.50e+01, 2.67e+00]
38300 [9.94e+00, 1.50e+01, 2.67e+00]
38400 [9.94e+00, 1.50e+01, 2.67e+00]
38500 [9.94e+00, 1.50e+01, 2.67e+00]
38600 [9.94e+00, 1.50e+01, 2.67e+00]
38700 [9.94e+00, 1.50e+01, 2.67e+00]
38800 [9.94e+00, 1.50e+01, 2.67e+00]
38900 [9.94e+00, 1.50e+01, 2.67e+00]
39000 [9.95e+00, 1.50e+01, 2.67e+00]
39100 [9.95e+00, 1.50e+01, 2.67e+00]
39200 [9.95e+00, 1.50e+01, 2.67e+00]
39300 [9.95e+00, 1.50e+01, 2.67e+00]
39400 [9.95e+00, 1.50e+01, 2.67e+00]
39500 [9.95e+00, 1.50e+01, 2.67e+00]
39600 [9.95e+00, 1.50e+01, 2.67e+00]
39700 [9.95e+00, 1.50e+01, 2.67e+00]
39800 [9.95e+00, 1.50e+01, 2.67e+00]
39900 [9.95e+00, 1.50e+01, 2.67e+00]
40000 [9.95e+00, 1.50e+01, 2.67e+00]
40100 [9.95e+00, 1.50e+01, 2.67e+00]
40200 [9.95e+00, 1.50e+01, 2.67e+00]
40300 [9.95e+00, 1.50e+01, 2.67e+00]
40400 [9.95e+00, 1.50e+01, 2.67e+00]
40500 [9.95e+00, 1.50e+01, 2.67e+00]
40600 [9.95e+00, 1.50e+01, 2.67e+00]
40700 [9.95e+00, 1.50e+01, 2.67e+00]
40800 [9.95e+00, 1.50e+01, 2.67e+00]
40900 [9.95e+00, 1.50e+01, 2.67e+00]
41000 [9.95e+00, 1.50e+01, 2.67e+00]
41100 [9.95e+00, 1.50e+01, 2.67e+00]
41200 [9.95e+00, 1.50e+01, 2.67e+00]
41300 [9.95e+00, 1.50e+01, 2.67e+00]
41400 [9.95e+00, 1.50e+01, 2.67e+00]
41500 [9.95e+00, 1.50e+01, 2.67e+00]
41600 [9.95e+00, 1.50e+01, 2.67e+00]
41700 [9.95e+00, 1.50e+01, 2.67e+00]
41800 [9.95e+00, 1.50e+01, 2.67e+00]
41900 [9.95e+00, 1.50e+01, 2.67e+00]
42000 [9.95e+00, 1.50e+01, 2.67e+00]
42100 [9.95e+00, 1.50e+01, 2.67e+00]
42200 [9.95e+00, 1.50e+01, 2.67e+00]
42300 [9.95e+00, 1.50e+01, 2.67e+00]
42400 [9.95e+00, 1.50e+01, 2.67e+00]
42500 [9.95e+00, 1.50e+01, 2.67e+00]
42600 [9.96e+00, 1.50e+01, 2.67e+00]
42700 [9.96e+00, 1.50e+01, 2.67e+00]
42800 [9.96e+00, 1.50e+01, 2.67e+00]
42900 [9.96e+00, 1.50e+01, 2.67e+00]
43000 [9.96e+00, 1.50e+01, 2.67e+00]
43100 [9.96e+00, 1.50e+01, 2.67e+00]
43200 [9.96e+00, 1.50e+01, 2.67e+00]
43300 [9.96e+00, 1.50e+01, 2.67e+00]
43400 [9.96e+00, 1.50e+01, 2.67e+00]
43500 [9.96e+00, 1.50e+01, 2.67e+00]
43600 [9.96e+00, 1.50e+01, 2.67e+00]
43700 [9.96e+00, 1.50e+01, 2.67e+00]
43800 [9.96e+00, 1.50e+01, 2.67e+00]
43900 [9.96e+00, 1.50e+01, 2.67e+00]
44000 [9.96e+00, 1.50e+01, 2.67e+00]
44100 [9.96e+00, 1.50e+01, 2.67e+00]
44200 [9.96e+00, 1.50e+01, 2.67e+00]
44300 [9.96e+00, 1.50e+01, 2.67e+00]
44400 [9.96e+00, 1.50e+01, 2.67e+00]
44500 [9.96e+00, 1.50e+01, 2.67e+00]
44600 [9.96e+00, 1.50e+01, 2.67e+00]
44700 [9.96e+00, 1.50e+01, 2.67e+00]
44800 [9.96e+00, 1.50e+01, 2.67e+00]
44900 [9.96e+00, 1.50e+01, 2.67e+00]
45000 [9.96e+00, 1.50e+01, 2.67e+00]
45100 [9.96e+00, 1.50e+01, 2.67e+00]
45200 [9.96e+00, 1.50e+01, 2.67e+00]
45300 [9.96e+00, 1.50e+01, 2.67e+00]
45400 [9.96e+00, 1.50e+01, 2.67e+00]
45500 [9.96e+00, 1.50e+01, 2.67e+00]
45600 [9.96e+00, 1.50e+01, 2.67e+00]
45700 [9.96e+00, 1.50e+01, 2.67e+00]
45800 [9.96e+00, 1.50e+01, 2.67e+00]
45900 [9.96e+00, 1.50e+01, 2.67e+00]
46000 [9.96e+00, 1.50e+01, 2.67e+00]
46100 [9.96e+00, 1.50e+01, 2.67e+00]
46200 [9.96e+00, 1.50e+01, 2.67e+00]
46300 [9.96e+00, 1.50e+01, 2.67e+00]
46400 [9.96e+00, 1.50e+01, 2.67e+00]
46500 [9.96e+00, 1.50e+01, 2.67e+00]
46600 [9.96e+00, 1.50e+01, 2.67e+00]
46700 [9.96e+00, 1.50e+01, 2.67e+00]
46800 [9.96e+00, 1.50e+01, 2.67e+00]
46900 [9.96e+00, 1.50e+01, 2.67e+00]
47000 [9.96e+00, 1.50e+01, 2.67e+00]
47100 [9.96e+00, 1.50e+01, 2.67e+00]
47200 [9.96e+00, 1.50e+01, 2.67e+00]
47300 [9.96e+00, 1.50e+01, 2.67e+00]
47400 [9.96e+00, 1.50e+01, 2.67e+00]
47500 [9.96e+00, 1.50e+01, 2.67e+00]
47600 [9.96e+00, 1.50e+01, 2.67e+00]
47700 [9.96e+00, 1.50e+01, 2.67e+00]
47800 [9.96e+00, 1.50e+01, 2.67e+00]
47900 [9.96e+00, 1.50e+01, 2.67e+00]
48000 [9.96e+00, 1.50e+01, 2.67e+00]
48100 [9.96e+00, 1.50e+01, 2.67e+00]
48200 [9.96e+00, 1.50e+01, 2.67e+00]
48300 [9.96e+00, 1.50e+01, 2.67e+00]
48400 [9.96e+00, 1.50e+01, 2.67e+00]
48500 [9.96e+00, 1.50e+01, 2.67e+00]
48600 [9.96e+00, 1.50e+01, 2.67e+00]
48700 [9.96e+00, 1.50e+01, 2.67e+00]
48800 [9.96e+00, 1.50e+01, 2.67e+00]
48900 [9.96e+00, 1.50e+01, 2.67e+00]
49000 [9.96e+00, 1.50e+01, 2.67e+00]
49100 [9.96e+00, 1.50e+01, 2.67e+00]
49200 [9.96e+00, 1.50e+01, 2.67e+00]
49300 [9.96e+00, 1.50e+01, 2.67e+00]
49400 [9.97e+00, 1.50e+01, 2.67e+00]
49500 [9.97e+00, 1.50e+01, 2.67e+00]
49600 [9.97e+00, 1.50e+01, 2.67e+00]
49700 [9.97e+00, 1.50e+01, 2.67e+00]
49800 [9.97e+00, 1.50e+01, 2.67e+00]
49900 [9.97e+00, 1.50e+01, 2.67e+00]
